rank,handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg,category_unified,category_status,_platform,_month,_year
607,zoeisabellakravitz,Zoë Kravitz,Cinema & Actors/actresses,,8300000.000000001,United States,369000.0,559600.0,Entertainment,MAPPED,instagram,december,2022
608,brfootball,Bleacher Report Football,Sports with a ball,,13500000.0,United States,210400.0,340200.0,Sports,MAPPED,instagram,december,2022
609,fifaworldcup,FIFA World Cup,Sports with a ball,,38500000.0,India,79300.0,119600.0,Sports,MAPPED,instagram,december,2022
610,hadise,Hadise,Music,Shows,14200000.0,Turkey,278500.0,325200.0,Music,MAPPED,instagram,december,2022
611,wanda_nara,Wanda nara,Lifestyle,,15500000.0,Argentina,191700.0,296200.0,Lifestyle,MAPPED,instagram,december,2022
612,thenotoriousmma,Conor McGregor Official,Fitness & Gym,,46100000.0,United States,68500.0,99300.0,Sports,MAPPED,instagram,december,2022
613,ansufati,Ansu Fati,Sports with a ball,Winter sports,9500000.0,Spain,336100.0,486300.0,Sports,MAPPED,instagram,december,2022
614,golfarahani,Golshifteh Farahani,Cinema & Actors/actresses,,15100000.0,Iran,236900.0,305300.0,Entertainment,MAPPED,instagram,december,2022
615,portugal,Portugal,Sports with a ball,,12700000.0,Portugal,261100.00000000003,363000.0,Sports,MAPPED,instagram,december,2022
616,angela_aguilar_,Ángela Aguilar 🇲🇽,Music,Lifestyle,9100000.0,Mexico,417600.0,505700.0,Music,MAPPED,instagram,december,2022
617,dejesusoficial,Gabriel Jesus,Sports with a ball,,20300000.0,Brazil,142000.0,221200.0,Sports,MAPPED,instagram,december,2022
618,darshanravaldz,Darshan Raval #TumMere,Music,,15500000.0,India,241500.0,291200.0,Music,MAPPED,instagram,december,2022
619,giannis_an34,Giannis Ugo Antetokounmpo,Sports with a ball,,13900000.0,United States,213600.0,322600.0,Sports,MAPPED,instagram,december,2022
620,malutrevejo,Malú 𓂀,Music,,11500000.0,United States,217800.0,390600.0,Music,MAPPED,instagram,december,2022
621,hilaryduff,Hilary Duff,Cinema & Actors/actresses,,23800000.0,United States,147800.0,188300.0,Entertainment,MAPPED,instagram,december,2022
622,abdu_rozik,Abduroziq Official,Music,Shows,6500000.0,Russia,517100.0,689500.0,Music,MAPPED,instagram,december,2022
623,princeroyce,Prince Royce,Music,,14600000.0,United States,216800.0,304100.0,Music,MAPPED,instagram,december,2022
624,saharghoreyshiofficialpage,سحر قريشى Sahar Ghoreyshi,,,11700000.0,Iran,273400.0,381700.0,,,instagram,december,2022
625,lupitanyongo,Lupita Nyong'o,Art/Artists,Cinema & Actors/actresses,10400000.0,United States,304300.0,427100.0,Lifestyle,MAPPED,instagram,december,2022
626,bronny,,Sports with a ball,Winter sports,6800000.0,United States,352700.0,654900.0,Sports,MAPPED,instagram,december,2022
627,enriqueiglesias,Enrique Iglesias,Music,Art/Artists,17800000.0,India,177600.0,250600.0,Music,MAPPED,instagram,december,2022
628,leonardodicaprio,Leonardo DiCaprio,Cinema & Actors/actresses,,56000000.0,United States,63500.0,79100.0,Entertainment,MAPPED,instagram,december,2022
629,shikhardofficial,Shikhar Dhawan,Sports with a ball,,12900000.0,India,297100.0,340200.0,Sports,MAPPED,instagram,december,2022
630,victoriajustice,Victoria Justice,Music,Cinema & Actors/actresses,23300000.0,United States,138400.0,189200.0,Music,MAPPED,instagram,december,2022
631,_seorina,설인아 sᴇᴏʀɪɴᴀ,Lifestyle,Cinema & Actors/actresses,7200000.0,South Korea,500100.0,620600.0,Lifestyle,MAPPED,instagram,december,2022
632,otabek_muhammadalievich,Otabek Umarov,,,20000000.0,Russia,163100.0,219100.0,,,instagram,december,2022
633,alok,Alok Petrillo,Music,Art/Artists,28000000.0,Brazil,121900.0,156100.0,Music,MAPPED,instagram,december,2022
634,wizkidayo,BIG WIZ🦅,Music,,16100000.000000002,Nigeria,144300.0,281000.0,Music,MAPPED,instagram,december,2022
635,fedevalverde,Fede Valverde,Sports with a ball,,8000000.0,Spain,388700.0,551400.0,Sports,MAPPED,instagram,december,2022
636,vanessahudgens,🔮Vanessa Hudgens🔮,Cinema & Actors/actresses,,47900000.0,United States,54400.0,89400.0,Entertainment,MAPPED,instagram,december,2022
637,nancyajram,Nancy Ajram,Music,,34100000.0,Iraq,99200.0,126700.0,Music,MAPPED,instagram,december,2022
638,_shotaroo_,SHOTARO ショウタロウ,Lifestyle,Music,5800000.0,South Korea,642900.0,745100.0,Lifestyle,MAPPED,instagram,december,2022
639,ler_chek,Валерия Чекалина,Lifestyle,Beauty,10500000.0,Russia,315900.0,408700.0,Lifestyle,MAPPED,instagram,december,2022
640,redvelvet.smtown,Red Velvet Official,Music,Beauty,11900000.0,Indonesia,292000.0,354800.0,Music,MAPPED,instagram,december,2022
641,nita_shilimkar,Nita Shilimkar,Lifestyle,Fashion,12000000.0,India,264000.0,348700.0,Lifestyle,MAPPED,instagram,december,2022
642,afaseleccion,Selección Argentina,Sports with a ball,,10500000.0,Argentina,263700.0,396800.0,Sports,MAPPED,instagram,december,2022
643,julienco_,! Julian,Lifestyle,Family,6500000.0,Germany,514600.0,646000.0,Lifestyle,MAPPED,instagram,december,2022
644,you_r_love,김유정  KIM YOU JUNG 🇰🇷,,,6600000.0,Indonesia,500200.0,639000.0,,,instagram,december,2022
645,olamide,Olamidé,Music,,10200000.0,Nigeria,277700.0,419200.0,Music,MAPPED,instagram,december,2022
646,jackharlow,,Lifestyle,Humor & Fun & Happiness,6900000.0,United States,326800.0,609900.0,Lifestyle,MAPPED,instagram,december,2022
647,sureshraina3,Suresh Raina,Modeling,,22100000.0,India,165400.0,186600.0,Beauty&Fashion,MAPPED,instagram,december,2022
648,daquan,Daquan,Humor & Fun & Happiness,,16500000.0,United States,162200.0,250200.0,Entertainment,MAPPED,instagram,december,2022
649,trentarnold66,Trent Alexander-Arnold,Lifestyle,Sports with a ball,8500000.0,United Kingdom,351500.0,493800.0,Lifestyle,MAPPED,instagram,december,2022
650,karelyruiz,Karely Ruiz,Lifestyle,,7300000.0,Mexico,456700.0,573400.0,Lifestyle,MAPPED,instagram,december,2022
651,yefersoncossio,Yef,Lifestyle,,10100000.0,Colombia,296700.0,409400.0,Lifestyle,MAPPED,instagram,december,2022
652,eizagonzalez,Eiza Gonzalez,Cinema & Actors/actresses,,7600000.0,Mexico,408800.0,545000.0,Entertainment,MAPPED,instagram,december,2022
653,becaa_barreto,Rebeca 🌙,Lifestyle,,10700000.0,Brazil,269500.0,380600.0,Lifestyle,MAPPED,instagram,december,2022
654,_chaechae_1,김채원 (CHAEWON),Lifestyle,,3900000.0,South Korea,871700.0,1000000.0,Lifestyle,MAPPED,instagram,december,2022
655,tannerbuchananofficial,Tanner Buchanan Official,Cinema & Actors/actresses,,4099999.9999999995,United States,622300.0,1000000.0,Entertainment,MAPPED,instagram,december,2022
656,tiffanyyoungofficial,tiffany young,Modeling,Fashion,13500000.0,Indonesia,240600.0,301200.0,Beauty&Fashion,MAPPED,instagram,december,2022
657,amitabhbachchan,Amitabh Bachchan,Cinema & Actors/actresses,,32200000.000000004,India,109100.0,126000.0,Entertainment,MAPPED,instagram,december,2022
658,aleoliveiracm,Alê Oliveira,Humor & Fun & Happiness,,8600000.0,Brazil,195000.0,497000.0,Entertainment,MAPPED,instagram,december,2022
659,myketowers,MICHAEL,Music,,9700000.0,Spain,234500.0,423000.0,Music,MAPPED,instagram,december,2022
660,adamsandler,Adam Sandler,Cinema & Actors/actresses,,14800000.0,United States,213900.0,272000.0,Entertainment,MAPPED,instagram,december,2022
661,juventus,Juventus,Sports with a ball,,55900000.0,India,49200.0,71800.0,Sports,MAPPED,instagram,december,2022
662,wizkhalifa,Wiz Khalifa,Music,Art/Artists,39400000.0,India,72900.0,102100.0,Music,MAPPED,instagram,december,2022
663,dixiedamelio,dixie,Music,Clothing & Outfits,24100000.0,United States,112700.0,165100.0,Music,MAPPED,instagram,december,2022
664,maxverstappen1,Max Verstappen,Racing Sports,,9500000.0,United States,334400.0,426300.0,Sports,MAPPED,instagram,december,2022
665,subo_m,Subhan Mamedov,Shows,,10600000.0,Russia,307800.0,375800.0,Entertainment,MAPPED,instagram,december,2022
666,schwarzenegger,Arnold Schwarzenegger,Cinema & Actors/actresses,Fitness & Gym,22900000.0,United States,147700.0,173500.0,Entertainment,MAPPED,instagram,december,2022
667,pledis_boos,승관 SEUNGKWAN,Music,,5000000.0,Indonesia,659500.0,799900.0,Music,MAPPED,instagram,december,2022
668,litkillah,SnipeZ🧪,Music,,8300000.000000001,Argentina,367600.0,484100.0,Music,MAPPED,instagram,december,2022
669,mrunalthakur,Mrunal Thakur,Beauty,Cinema & Actors/actresses,7400000.0,India,423500.0,538500.0,Beauty&Fashion,MAPPED,instagram,december,2022
670,diljitdosanjh,DILJIT DOSANJH,Cinema & Actors/actresses,,14300000.0,India,228100.0,274700.0,Entertainment,MAPPED,instagram,december,2022
671,klaythompson,Klay Thompson,Sports with a ball,Lifestyle,14100000.0,United States,192300.0,279400.0,Sports,MAPPED,instagram,december,2022
672,fadiljaidi,Fadil Jaidi,Lifestyle,,8199999.999999999,Indonesia,325300.0,489500.0,Lifestyle,MAPPED,instagram,december,2022
673,rakulpreet,Rakul Singh,Cinema & Actors/actresses,Modeling,22600000.0,India,147500.0,173500.0,Entertainment,MAPPED,instagram,december,2022
674,shivangijoshi18,शिवांगी जोशी,Lifestyle,,7600000.0,India,437100.0,526000.0,Lifestyle,MAPPED,instagram,december,2022
675,letthelordbewithyou,Scott Disick,Lifestyle,Family,27900000.0,United States,92600.0,139800.0,Lifestyle,MAPPED,instagram,december,2022
676,joaofelix79,João Félix,Sports with a ball,Racing Sports,6200000.0,Spain,361200.0,635700.0,Sports,MAPPED,instagram,december,2022
677,yuzi_chahal23,Yuzvendra Chahal,Lifestyle,Sports with a ball,8300000.000000001,India,389200.0,473900.0,Lifestyle,MAPPED,instagram,december,2022
678,tombrady,Tom Brady,Sports with a ball,,13000000.0,United States,170800.0,298800.0,Sports,MAPPED,instagram,december,2022
679,adrianalima,Adriana Lima,Modeling,Fashion,15200000.0,United States,172400.0,253500.0,Beauty&Fashion,MAPPED,instagram,december,2022
680,jordynwoods,HEIR JORDYN,Modeling,Lifestyle,12600000.0,United States,161000.0,304800.0,Beauty&Fashion,MAPPED,instagram,december,2022
681,pedroguilherme,Pedro Guilherme,Lifestyle,Sports with a ball,5500000.0,Brazil,367400.0,709400.0,Lifestyle,MAPPED,instagram,december,2022
682,easportsfifa,EA SPORTS FIFA,Sports with a ball,,28300000.0,Spain,80000.0,134300.0,Sports,MAPPED,instagram,december,2022
683,anastasiya_kvitko,AK 🤍,Lifestyle,Modeling,12400000.0,United States,251400.0,307800.0,Lifestyle,MAPPED,instagram,december,2022
684,tiwasavage,Dr Tiwa Savage ⚔️,Lifestyle,Cinema & Actors/actresses,16000000.0,Nigeria,135200.0,239700.0,Lifestyle,MAPPED,instagram,december,2022
685,anyageraldine,anya geraldine,Music,,11400000.0,Indonesia,194300.0,331800.0,Music,MAPPED,instagram,december,2022
686,dk_is_dokyeom,도겸,Lifestyle,Music,4000000.0,Indonesia,832100.0,958700.0,Lifestyle,MAPPED,instagram,december,2022
687,vernonline,Vernon 버논,,,5100000.0,Japan,569900.0,754200.0,,,instagram,december,2022
688,dindahw,Dinda Hauw,Cinema & Actors/actresses,,15200000.0,Indonesia,164200.0,245700.0,Entertainment,MAPPED,instagram,december,2022
689,princessyahrini,SYAHRINI,Music,,41200000.0,Indonesia,68800.0,90400.0,Music,MAPPED,instagram,december,2022
690,jxxvvxxk,이재욱,,,4300000.0,Indonesia,698400.0,877100.0,,,instagram,december,2022
691,philfoden,Phil Foden,Lifestyle,Sports with a ball,6300000.0,United Kingdom,343500.0,601500.0,Lifestyle,MAPPED,instagram,december,2022
692,netflixbrasil,Netflix Brasil,Shows,Cinema & Actors/actresses,34200000.0,Brazil,63900.0,109300.0,Entertainment,MAPPED,instagram,december,2022
693,onwardwanna,"Javon ""Wanna"" Walton",Lifestyle,Cinema & Actors/actresses,5900000.0,United States,384800.0,641000.0,Lifestyle,MAPPED,instagram,december,2022
694,ivetesangalo,Veveta,Music,Shows,35000000.0,Brazil,83600.0,108100.0,Music,MAPPED,instagram,december,2022
695,jessicajane99,Jessica Jane,Shows,Modeling,6100000.0,Indonesia,468600.0,618400.0,Entertainment,MAPPED,instagram,december,2022
696,baifernbah,baifernbah,Lifestyle,,11700000.0,Indonesia,248100.0,314100.0,Lifestyle,MAPPED,instagram,december,2022
697,premierleague,Premier League,Sports with a ball,,61600000.0,United Kingdom,38700.0,59700.0,Sports,MAPPED,instagram,december,2022
698,weareone.exo,EXO Official,Music,,10000000.0,Indonesia,294000.0,369000.0,Music,MAPPED,instagram,december,2022
699,xsqueezie,,Music,Lifestyle,8100000.0,France,390800.0,456900.0,Music,MAPPED,instagram,december,2022
700,playstation,PlayStation,Gaming,Computers & Gadgets,29100000.0,United States,103300.0,126300.0,Tech&Gaming,MAPPED,instagram,december,2022
701,manchesterunited,Manchester United,Sports with a ball,,60700000.0,United Kingdom,35600.0,60300.0,Sports,MAPPED,instagram,december,2022
702,neymarjrsiteoficial,Neymar Jr Site,Sports with a ball,Shows,12100000.0,Brazil,224800.0,303500.0,Sports,MAPPED,instagram,december,2022
703,ellenpompeo,Ellen Pompeo,Cinema & Actors/actresses,Lifestyle,9900000.0,Brazil,215800.0,374100.0,Entertainment,MAPPED,instagram,december,2022
704,haifawehbe,Haifa Wehbe,Music,,11000000.0,Iraq,227700.0,333600.0,Music,MAPPED,instagram,december,2022
705,marcoasensio10,Marco Asensio,Sports with a ball,,14800000.0,Spain,159700.0,244900.0,Sports,MAPPED,instagram,december,2022
706,bleacherreport,Bleacher Report,Sports with a ball,,20100000.0,United States,91600.0,180600.0,Sports,MAPPED,instagram,december,2022
707,camilaloures,Camila Loures,Shows,,18700000.0,Brazil,130400.0,194400.0,Entertainment,MAPPED,instagram,december,2022
708,jailyneojeda,Jailyne Ojeda Ochoa,Modeling,Lifestyle,14200000.0,United States,183700.0,255100.0,Beauty&Fashion,MAPPED,instagram,december,2022
709,ho5hi_kwon,HOSHI,Lifestyle,,4300000.0,Indonesia,654000.0,850400.0,Lifestyle,MAPPED,instagram,december,2022
710,briandadeyanara,BRIANDA 💖,Lifestyle,,13800000.0,Mexico,219800.0,258000.0,Lifestyle,MAPPED,instagram,december,2022
711,alvxaro,ALVARO,Lifestyle,,10700000.0,Brazil,134900.0,336700.0,Lifestyle,MAPPED,instagram,december,2022
712,thegirljt,JT😸,Music,,6000000.0,United States,222500.0,609400.0,Music,MAPPED,instagram,december,2022
713,wos.ds3,Valentín Oliva,Music,,6800000.0,Argentina,348700.0,533700.0,Music,MAPPED,instagram,december,2022
714,manuelneuer,Manuel Neuer,Sports with a ball,,12200000.0,Germany,202900.0,291000.0,Sports,MAPPED,instagram,december,2022
715,naileadevora,nai,Lifestyle,Music,5400000.0,United States,452200.0,668000.0,Lifestyle,MAPPED,instagram,december,2022
716,sportscenter,SportsCenter,Sports with a ball,Shows,32500000.0,United States,60700.0,108900.0,Sports,MAPPED,instagram,december,2022
717,dew_jsu,2000,Beauty,Lifestyle,6700000.0,Indonesia,440900.0,535300.0,Beauty&Fashion,MAPPED,instagram,december,2022
718,valeyellow46,Valentino Rossi,Racing Sports,,14600000.0,Indonesia,190900.0,241600.0,Sports,MAPPED,instagram,december,2022
719,nobru,Bruno Goes 🎭,Machinery & Technologies,Computers & Gadgets,13900000.0,Brazil,175900.0,256300.0,Tech&Gaming,MAPPED,instagram,december,2022
720,afrasaracoglu,Afra,Cinema & Actors/actresses,,5700000.0,Turkey,504300.0,625600.0,Entertainment,MAPPED,instagram,december,2022
721,vousmevoyez,KRYSTAL,Music,Cinema & Actors/actresses,10500000.0,Indonesia,259600.00000000003,336900.0,Music,MAPPED,instagram,december,2022
722,fuckjerry,FUCKJERRY,Humor & Fun & Happiness,,16700000.0,United States,163700.0,211400.0,Entertainment,MAPPED,instagram,december,2022
723,salmahayek,Salma Hayek Pinault,Cinema & Actors/actresses,,22200000.0,United States,128600.0,159100.0,Entertainment,MAPPED,instagram,december,2022
724,sebastianyatra,Sebastian Yatra,Music,Art/Artists,30000000.0,Argentina,84300.0,117900.0,Music,MAPPED,instagram,december,2022
725,riyadmahrez26.7,RM26,Sports with a ball,,9700000.0,Algeria,283600.0,365400.0,Sports,MAPPED,instagram,december,2022
726,aliandooo,Aliando Syarief,Music,Cinema & Actors/actresses,17800000.0,Indonesia,127400.0,202900.0,Music,MAPPED,instagram,december,2022
727,myriamfares,Myriam Fares,Music,,22400000.0,Iraq,115100.0,155700.0,Music,MAPPED,instagram,december,2022
728,arcticmonkeys,Arctic Monkeys,Music,,5400000.0,United States,464500.0,653300.0,Music,MAPPED,instagram,december,2022
729,eilirjani,Elton ILIRJANI,Adult content,,10700000.0,Albania,224000.0,323600.0,Other,MAPPED,instagram,december,2022
730,simonemendes,Simone Mendes,Music,,36000000.0,Brazil,76700.0,97000.0,Music,MAPPED,instagram,december,2022
731,mchariel,MC Hariel,Music,,10500000.0,Brazil,165600.0,330400.0,Music,MAPPED,instagram,december,2022
732,rodwave,RodWave,,,6100000.0,United States,263600.0,584000.0,,,instagram,december,2022
733,tiagopzk,GOTTI A,Music,,5800000.0,Argentina,264400.0,602700.0,Music,MAPPED,instagram,december,2022
734,hichasestokes,,Humor & Fun & Happiness,Lifestyle,7100000.0,United States,326600.0,489200.0,Entertainment,MAPPED,instagram,december,2022
735,simaria,Simaria,Music,,28200000.0,Brazil,84700.0,123400.0,Music,MAPPED,instagram,december,2022
736,sonamkapoor,Sonam Kapoor Ahuja,Fashion,Modeling,34200000.0,India,84900.0,100500.0,Beauty&Fashion,MAPPED,instagram,december,2022
737,nehasharmaofficial,Neha Sharma 💫,Cinema & Actors/actresses,,15000000.0,India,199700.0,229500.0,Entertainment,MAPPED,instagram,december,2022
738,jamescharles,James Charles,Beauty,,22300000.0,United States,105000.0,154500.0,Beauty&Fashion,MAPPED,instagram,december,2022
739,joelocke03,Joe Locke,Cinema & Actors/actresses,Politics,3500000.0,United Kingdom,552500.0,978600.0,Entertainment,MAPPED,instagram,december,2022
740,araikgalstyanmoscowschool,ＡＲＡＩＫ  ＧＡＬＳＴＹＡＮ ＷＯＲＬＤ ＦＬＯＲＩＳＴ  ＤＥＳＩＧＮＥＲ,Beauty,,20000000.0,Turkey,132800.0,172100.0,Beauty&Fashion,MAPPED,instagram,december,2022
741,i_nivethathomas,Nivetha Thomas,Cinema & Actors/actresses,,6500000.0,India,473400.0,535400.0,Entertainment,MAPPED,instagram,december,2022
742,anupamaparameswaran96,Anupama Parameswaran,Cinema & Actors/actresses,,12900000.0,India,241700.0,264600.0,Entertainment,MAPPED,instagram,december,2022
743,f1,FORMULA 1®,Racing Sports,,21600000.0,Italy,124500.0,157500.0,Sports,MAPPED,instagram,december,2022
744,realshadmehr,Shadmehr Aghili,Music,,8300000.000000001,Iran,304200.0,423700.0,Music,MAPPED,instagram,december,2022
745,liverpoolfc,Liverpool Football Club,Sports with a ball,,41100000.0,United Kingdom,58900.0,82600.0,Sports,MAPPED,instagram,december,2022
746,littlemix,Little Mix,Music,,16500000.0,Brazil,152500.0,205300.0,Music,MAPPED,instagram,december,2022
747,chieffkeeffsossa,Chief Keef,Music,,8000000.0,United States,233700.0,432300.0,Music,MAPPED,instagram,december,2022
748,raashiikhanna,Raashii Khanna,Cinema & Actors/actresses,Music,8800000.0,India,326200.0,389200.0,Entertainment,MAPPED,instagram,december,2022
749,syifahadjureal,Syifa Hadju,Modeling,,15800000.0,Indonesia,172400.0,213100.0,Beauty&Fashion,MAPPED,instagram,december,2022
750,kingryan,Ryan Garcia,Fitness & Gym,,9100000.0,United States,257800.0,374200.0,Sports,MAPPED,instagram,december,2022
751,canyaman,Can Yaman,Cinema & Actors/actresses,Modeling,10100000.0,Italy,271900.0,337700.0,Entertainment,MAPPED,instagram,december,2022
752,romanreigns,Joe Anoai aka “Roman Reigns”,Lifestyle,,6800000.0,India,384500.0,498700.0,Lifestyle,MAPPED,instagram,december,2022
753,karljacobs,Karl Jacobs,,,4600000.0,Brazil,656200.0,731800.0,,,instagram,december,2022
754,landonorris,Lando Norris,Racing Sports,Cars & Motorbikes,6000000.0,Italy,444500.0,560400.0,Sports,MAPPED,instagram,december,2022
755,nct_dream,NCT DREAM OFFICIAL,Music,Modeling,10900000.0,Indonesia,271800.0,302900.0,Music,MAPPED,instagram,december,2022
756,baimwong,Baim Wong,Cinema & Actors/actresses,,17700000.0,Indonesia,145900.0,186000.0,Entertainment,MAPPED,instagram,december,2022
757,lacasadepapel,La Casa de Papel,Cinema & Actors/actresses,Shows,12100000.0,Brazil,180500.0,271200.0,Entertainment,MAPPED,instagram,december,2022
758,noahbeck,Noah Beck,Sports with a ball,,9000000.0,United States,230000.0,370300.0,Sports,MAPPED,instagram,december,2022
759,elliotpage,,Cinema & Actors/actresses,,6100000.0,United States,377400.0,543900.0,Entertainment,MAPPED,instagram,december,2022
760,mohanshakti,Shakti Mohan,Art/Artists,Cinema & Actors/actresses,17000000.0,India,159800.0,191900.0,Lifestyle,MAPPED,instagram,december,2022
761,kh1000le,CHENLE ZHONG,Music,,3000000.0,Indonesia,980800.0,1100000.0,Music,MAPPED,instagram,december,2022
762,apple,apple,Computers & Gadgets,Photography,29000000.0,India,83200.0,112500.0,Tech&Gaming,MAPPED,instagram,december,2022
763,narins_beauty,••Narins Beauty••,Lifestyle,,9500000.0,Iraq,302100.0,353300.0,Lifestyle,MAPPED,instagram,december,2022
764,garnacho7,Alejandro Garnacho,Sports with a ball,,3400000.0,Spain,530700.0,962900.0,Sports,MAPPED,instagram,december,2022
765,yooncy1,윤찬영 Chan-young Yoon,Lifestyle,,4800000.0,South Korea,574800.0,691400.0,Lifestyle,MAPPED,instagram,december,2022
766,manelyk_oficial,Manelyk Gonzalez,Music,,15200000.0,Mexico,165000.0,213100.0,Music,MAPPED,instagram,december,2022
767,bowerjamie,ᴊᴀᴍɪᴇ ᴄᴀᴍᴘʙᴇʟʟ ʙᴏᴡᴇʀ,Cinema & Actors/actresses,,5500000.0,Italy,450800.0,600700.0,Entertainment,MAPPED,instagram,december,2022
768,dean.schneider,Dean Schneider,Animals,,10200000.0,United States,235300.0,319100.0,Lifestyle,MAPPED,instagram,december,2022
769,ludmilla,LUDMILLA,Music,,28600000.0,Brazil,77000.0,115300.0,Music,MAPPED,instagram,december,2022
770,amadorat,N I C O L E   A M A D O 🐉,Fashion,Lifestyle,8300000.000000001,Mexico,351800.0,393200.0,Beauty&Fashion,MAPPED,instagram,december,2022
771,liltjay,TJAYYYY 🖤,Lifestyle,Music,7800000.0,United States,230200.0,422300.0,Lifestyle,MAPPED,instagram,december,2022
772,nidhhiagerwal,Nidhhi Agerwal 🌟,Gaming,Cinema & Actors/actresses,26400000.0,India,101800.0,121700.0,Tech&Gaming,MAPPED,instagram,december,2022
773,avrillavigne,Avril Lavigne,Music,Cinema & Actors/actresses,12000000.0,Brazil,215600.0,268500.0,Music,MAPPED,instagram,december,2022
774,kenzie,kenzie ♡,Art/Artists,,14800000.0,United States,142800.0,217100.0,Lifestyle,MAPPED,instagram,december,2022
775,feid,FERXXO,Music,,6000000.0,Colombia,264600.0,547400.0,Music,MAPPED,instagram,december,2022
776,egorkreed,Егор Крид | #HeartBreakKid,Music,,14600000.0,Russia,179500.0,220100.0,Music,MAPPED,instagram,december,2022
777,deolaneb_,DEOLANE BEZERRA ⚖️,,,6300000.0,Brazil,321400.0,515700.00000000006,,,instagram,december,2022
778,bts_love_myself,LOVE MYSELF,,,7600000.0,Indonesia,374600.0,429600.0,,,instagram,december,2022
779,kanik4kapoor,Kanika Kapoor,Music,Cinema & Actors/actresses,12000000.0,India,223300.0,267500.0,Music,MAPPED,instagram,december,2022
780,lizzobeeating,Lizzo,Music,Lifestyle,13100000.0,United States,175000.0,245300.0,Music,MAPPED,instagram,december,2022
781,harshasai_,Harsha sai,Shows,,3600000.0,India,783600.0,891900.0,Entertainment,MAPPED,instagram,december,2022
782,fortnite,Fortnite,Gaming,Computers & Gadgets,25300000.0,United States,107000.0,126100.0,Tech&Gaming,MAPPED,instagram,december,2022
783,samsmith,SAM SMITH,Music,Fashion,14800000.0,United States,146700.0,215000.0,Music,MAPPED,instagram,december,2022
784,irinashayk,irina shayk,Modeling,,20400000.0,Russia,112200.0,155600.0,Beauty&Fashion,MAPPED,instagram,december,2022
785,rafaeluccman,Rafael Uccman,Lifestyle,Modeling,9400000.0,Brazil,171200.0,352500.0,Lifestyle,MAPPED,instagram,december,2022
786,andreavaldirisos,ANDREA VALDIRI 🇨🇴,Lifestyle,Beauty,8900000.0,Colombia,256200.0,365300.0,Lifestyle,MAPPED,instagram,december,2022
787,auba,Pierre-Emerick Aubameyang,Sports with a ball,,13600000.0,Nigeria,158500.0,231800.0,Sports,MAPPED,instagram,december,2022
788,tamerhosny,Tamer Hosny,Music,Cinema & Actors/actresses,23800000.0,Egypt,109100.0,133100.0,Music,MAPPED,instagram,december,2022
789,oprah,Oprah,Art/Artists,Cinema & Actors/actresses,21800000.0,United States,113400.0,145900.0,Lifestyle,MAPPED,instagram,december,2022
790,marimaria,Mari Maria,Beauty,,20500000.0,Brazil,79900.0,153900.0,Beauty&Fashion,MAPPED,instagram,december,2022
791,mariabecerra,Maria Becerra,Music,,10800000.0,Argentina,122600.0,290200.0,Music,MAPPED,instagram,december,2022
792,jenaissante,HUH YUNJIN of LE SSERAFIM,,,2800000.0,South Korea,921100.0,1100000.0,,,instagram,december,2022
793,vanessalopesr_,Vanessa Lopes,Lifestyle,Music,13300000.0,Brazil,72300.0,235800.0,Lifestyle,MAPPED,instagram,december,2022
794,kevinroldankr,KR ♛ KEVIN ROLDAN,Music,,11000000.0,Mexico,175300.0,283500.0,Music,MAPPED,instagram,december,2022
795,theamitbhadana,Amit Bhadana ( अमित भड़ाना ),Shows,,8700000.0,India,295600.0,362300.0,Entertainment,MAPPED,instagram,december,2022
796,choquei,CHOQUEI,Literature & Journalism,,18500000.0,Brazil,54300.0,168400.0,Knowledge&Info,MAPPED,instagram,december,2022
797,lakers,Los Angeles Lakers,Sports with a ball,,20800000.0,United States,100400.0,148500.0,Sports,MAPPED,instagram,december,2022
798,yihyun_1208,조이현 cho yihyun,Lifestyle,,5100000.0,India,515200.00000000006,608000.0,Lifestyle,MAPPED,instagram,december,2022
799,grantgust,Grant Gustin,Cinema & Actors/actresses,Fashion,7800000.0,Brazil,283200.0,401000.0,Entertainment,MAPPED,instagram,december,2022
800,ewsbdi,로운,,,4900000.0,Brazil,467100.0,642200.0,,,instagram,december,2022
801,theshilpashetty,Shilpa Shetty Kundra,Cinema & Actors/actresses,,27400000.0,India,97600.0,112700.0,Entertainment,MAPPED,instagram,december,2022
802,hustlemantherapper,Hustleman 💫,Lifestyle,,10200000.0,United States,272600.0,300800.0,Lifestyle,MAPPED,instagram,december,2022
803,aboflah,AboFlah,Humor & Fun & Happiness,,7500000.0,Syria,367500.0,421900.0,Entertainment,MAPPED,instagram,december,2022
804,woozi_universefactory,WOOZI,,,4400000.0,Indonesia,604500.0,718500.0,,,instagram,december,2022
805,vivi,Vivi Wanderley 💚🧸🎮,Beauty,Lifestyle,14500000.0,Brazil,127800.0,210400.0,Beauty&Fashion,MAPPED,instagram,december,2022
806,pharrell,𝐒𝐎𝐍 𝐎𝐅 𝐀 𝐏𝐇𝐀𝐑𝐀𝐎𝐇,Music,,14200000.0,United States,150200.0,215100.0,Music,MAPPED,instagram,december,2022
807,filiperet,RETCHÊ,Lifestyle,Photography,8100000.0,Brazil,149700.0,382500.0,Lifestyle,MAPPED,instagram,december,2022
