handle_instagram,name_instagram,category_1,category_2,followers,audience_country,engagement_auth,engagement_avg
yerimiese,Yeri,Lifestyle,,10600000,Indonesia,667400,827300.0
yg_treasure_official,TREASURE (트레저),Music,,5400000,Indonesia,323500,412400.0
yg_treasure_official,TREASURE (트레저),Music,,5400000,Indonesia,323500,412400.0
yihyun_1208,조이현 cho yihyun,Lifestyle,,5300000,South Korea,644800,816400.0
yoona__lim,,Cinema & Actors/actresses,,13500000,Indonesia,456800,546500.0
yooncy1,윤찬영 Yoon chanyoung,,,4900000,South Korea,1000000,1300000.0
youna_1997,박유나,Cinema & Actors/actresses,,3500000,South Korea,548600,635300.0
youna_1997,박유나,Cinema & Actors/actresses,,3500000,South Korea,548600,635300.0
youngdae0302,김영대,Music,,4400000,Indonesia,554000,731300.0
yugyeom,KYUM,Music,Art/Artists,11300000,Thailand,399300,516100.0
yuu_taa_1026,YUTA 悠太,,,8300000,Indonesia,1000000,1400000.0
yuyacst,𝓨𝒖𝒚𝒂,Modeling,,17200000,Mexico,316800,487000.0
yuzi_chahal23,Yuzvendra Chahal,Lifestyle,Sports with a ball,7900000,India,241100,293400.0
zacefron,Zac Efron,Cinema & Actors/actresses,,53700000,United States,512500,742200.0
zachking,Zach King,Shows,Humor & Fun & Happiness,24600000,Indonesia,429700,662100.0
zayn,Zayn Malik,Music,,46000000,India,2900000,4500000.0
zefelipecantor,Zé,Music,,24300000,Brazil,252500,445100.0
zendaya,Zendaya,Cinema & Actors/actresses,Fashion,146300000,United States,6300000,8500000.0
zidane,zidane,Sports with a ball,,33000000,Spain,412400,560800.0
zidane,zidane,Sports with a ball,,33000000,Spain,412400,560800.0
zkdlin,KAI,Music,,14100000,Indonesia,1400000,1700000.0
zo,Lonzo Ball,Sports with a ball,,14000000,United States,145800,262000.0
zoeisabellakravitz,Zoë Kravitz,Cinema & Actors/actresses,,8500000,United States,342400,519300.0
